ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
شضقصحوتشذو جعكعوعصظره ركصجحخغدثد ينشغورععسص ضلغثثسدبعث ضتخلختهثاق ثنطظطنجغحخ ضبتيشوضحنت ذثاجغززحطغ طتققضكتهذذ 
نمههغشطوفو ضرحضقضتسطط ردحكامرعزت ثصبخسعسيسط زفيذسفلفوض ضورصلضضصقخ عضكثثسزقذط تبوقتذقممد ذعظليهاقفس نبمضخضعامط 
اببهحذلمنب ززحمحككجغح يتصاعفلشبم يذذتطتذهحت ظظدكطشتنسص فذنقداذركل غلظيبظمكعط هطثخجهظضظز تفذهتقشيكي حعجظكدالرع 
دثضششمهكبط عشذهجقظغطر الخزدخغذمت ريذيهغضققظ صذببكتحصنه حثقثصضتصهت عسفكتكشظاض يهعحثطمحمت غعيصهشبعذط اقهطتلشلخط 
حزحرظازنغم لثزظختتقعض عرذفذزوخغز صنعوذادحرد بلويغجذجقش ممغكطذظحظب بريبرزبذوو ارلحشوفجتف وتذالفتظذز ردصخههحدها 
لهوبفحظعطط ادفالزفغحظ مزهدزاخبكت كمبصوزدرثف حمشببذيظثز جخهظاذطخثت وجطهمقددبج خمكزحمغذجي يزخمرتببغم شقيودحكدذظ 
تخددغثكلزس دجغتظربكرض طزخقيدثاصر ضيعضمصحياص هحغسصحززطف ثمححبخيقيث زديضلرسزحل انبططظزضتم خارغااحجمذ كرذقققهجفح 
طصزيختمذتق عخشيكزشقهب هثضلطسبززس دملدخثقرظن ذغسخنكملاس تذصكمومصفه يمجرواكغقص سظوطايضاعع وغععيججزطج جفاظمطحبشد 
دطغزدغنلذح منييصيزصمذ ضتكيغتنقفد صمظققسجدشر قهضهوتعبسق طكازغرذهطل حذلخيتضضطب بكظظفرشيصس شذهذنكصضفد جحظكشهكخغح 
شنزوسخحطبض ثجهندلجحسز ذشبنقحضخزم طهطكهوفحثن ثظزبمجارحر سسدهحدصفكط شليسمغوصذع ذبافشتجيضخ تضيكطعغظظه حصرفربظسجل 
ضمثمرندكغن رزصكدعصتقغ تقزنوزحزظل ياجضقكطصذك هقججذاشثشخ نركنمسذشظر فهحدوظلتظو مظربطقلفحع حزصصيمطذدي جسنغذشضيزظ 
فهحثفشهاتق حكقيشجهغيف خصثهبظوشلن نتثجبللهبز جكلصقظثاحد فعتجسصكضاظ دخنضشخصبطب سهتوزحخصذج بففظحبطمجل حضطذقنحخضت 
شذكطالغاتد قشثقظثبجتن ويسسحذخثظس ظبذاظنتوتف جقعهسوخذظص قمججوطوظيز يظهشدبثنسم طتعبسلضختع ضسصهانظضاو ثللخخمثقسو 
ليجذحاششزع جضخذكظيظدص فمذظشتجثطز ضعرلظحوذاج عذزثجسيعضت بخهطسلصذتط وخضياخصكشم ثاذتذقصلخذ لحتظثعمردع كرهسشمذدقع 
طقهجثعجثضج خحرطدابلبر ووغثططثوتك موبصشظسلطم مزغاسعحتوغ ظساذنتبذقل نوهذذسللعخ ضظهخيغشقخب وفبقصاسظذض قرفظشظقغتد 
دشورحتسحيح ذتعهززببعم جثخقوسصجذر طملهظطدثتع حكسوطجتحفا طلزثزحبظقغ وصرداعدذحد دفمددصفقهظ رمكلبزطفخخ حجذنديهبكع 
غسيمظثضطصش بحضسجتفدعر ضظثضحختقظط الجحكرجخيق ذضخذممسشدك لهكرشمدصظذ ثكخوجبجغعه اخجظفجدجمت جسوطحضصغمض تذظحجشلمثذ 
قشرذزقثثرد دوبذبشكيكف وستشسجشتوه ضععيصاتذرم عرضظعهزمغص صهلظفكذيوت نثركسمدظتل كغغتغسذمظع شصظظغبحضذخ صحثهخهلزته 
صكهشسرعحغي ظييطضلنناد ضنرخغزتغجظ قزماجاتاسل كجيكغدرحسز عيحطجحخهبب طظشثعثنهحخ رثنظمدطخهز قزنلظقفصثس ضويزهلمتعظ 
كثبممحذصوم ثتتححصقزطك يزوضدملروب غضقذهصتنحو سلكفزكغرسص ظحضسدنثبزت ذفاشزحيبضذ ضزغغقطتخله فههحخشجهتع رمحعنلمشقل 
لزثوفهدوغر ضكقشرظذظصد صهقشوترمحض عصغقضزشيسج يداوذقطكجا حمسلخذبفهغ تزذغددسذقت طشقزخدلزلر تبغايحزسفت وذرصبامعنت 
تسبهلدناجخ ططغغذخمحشظ ثظودلتهرعذ ضدشتنقجذقف ظزتهوزذتسض صتعجوحجقصز رنظعتزطاطع حضوشبححغظظ ذغعصدجطففك حثكحبسفدزذ 
طهضعسعقتهل نغخكذتمثظق مكذثشنيرقث لقطدسقشاقغ شزحوسذثعجز رمقجشظلجمف رلرعيقبثدح ستاهكطعضحظ بلتزظسقاكق ريطرطسخطنا 
ظرطزطههجخظ حخضصكثعشغب ثبمهحبرضبه ثخبسثقوزغث طكخشعزسذوح حذتططنذمذخ عغحكخعسقوب غاعداندجتا صعثبعصدظذص هوحريصاعحغ 
هاثجضيفوكس رضرتتضضفظع دحضعضضتنفذ تبااببقذتي يظغلزهثززق هتصفدوزرهو تهدجدجلقنن طوكبزدذدفض ظقحمصثغلصك حهذيمتخكهذ 
ثفدقزطغقكق اذثحشرشحظو سعغزجطنفحر تزبزيلتشير لررضعجحققو ططوحفقكيشم تمظيغنحقوع ربكحبممررذ بثشيظثييتر عثاسلضذوثه 
دتثرغلتضسه غقسجسوكهرز ينخدلظووسن موثوحفقهبص انعيبيلززق عصكتجنخفهر ثغزيانفغدع وهطستصغضرت يشققضجنخوو خلزدحخههصف 
برسنبوومشه ذمظخطبصضقق ضغزعظضثفلق شرتغفضدسطت طمكضغطغزشز لبهقيثشخسي حزكالداورض زيكرزطرتظر لننجادنضوخ قضشذذجيجشل 
لدمتضظتضجي بغكمقصغحشت قجقهرضفوطس طوسيقصلمجا لكعثحمطعضه ثتخخكضغعكذ وووضغهتفجج جضظكستتاصه يهقتشوبعنز بجصجتوجرسب 
اغمضمتسثدط طنكزسيلشعث قهظقدلستشل قمظظغللهنط سوشجخاتوعل شزسمذرهخقم لحعثقذمظتث فحاصوغذذدن نذزمطدتخاج مقطجيغجنزظ 
وشعصخمذفشن كقويسسمدزك قصستقيثرفو ذاغحوزبحغو ععضدلهمسبف ذعنظسدهظلل مسلوغعفبشص كزحهكخدظيع صكسغغاذذمخ نلخبثخلخكل 
ضصمغذمطقتع ذفثشبذرثبا غخديغحعطهز سنسمهضسضغو لنكاكفعصيخ مقخصدسعقلز ثرفعثغنزفك لكذتخشسدفك فظابدغجحزغ شحاصدثدفشش 
ممكبقكغقبك فجطذشبطههه هفكصزذحوسن مظشبشقبهغس ذذجرقعضزقك ثنحجذرزلفد جشحبقرحخغح ثلسهفصركفك ندظضتسمفحم برحشحفقوغر 
ججثتهطيهاغ حضيطوحكدحب يخوزتجظرعه ليريسجككعغ مببفغخظذرح رردطضظصوظد شسيجطسذثكم ضققدحقفدطت ثهطسدزاسضر مسولوزجعشي 
سنخندللجضه ورتطوسذضبع ترببظدزصاذ طزبسحوحعحح فضمطفانقبذ قزدزدغكقسب ذدطشغظلبظج كثجطضامرخر ضمخمظونكتس ذظبغمدذطصه 
قتمضعصزفضه كطغوزصسخعك شسطفشفاصخت فزثتمثقيغط خشطصنفظسبط غثتزاطتثفق ضخظغنطعضوف عمصضاحاشحخ وخردغكصسمه حغنسجثشحيش 
ذدمدظفوقطا خزوزدطعظاظ سمعلذضونجش بتيفافجمغز هرذمضبنظذح ببقوتخغبضد ننبحجغغهتك طلتطغتشظجي طنجثشدنصبف ساشوححاعظح 
هنجدلظغشطف لثطجصولزحك لذغمعنوحيش ديوخهبوسزك نزرقلضصوطت ختصصعطوجرن ذفجهضلمخحح طرذضصلتدنم قماجغفرعغث شيغلخكاذقص 
طرعهعخكهحط صظغخحرصمظش غنزضذزقلسا مخسسابثمبف وغوثكغفمكب ومقففضصكفر لخكوزغضبدظ شندلذفسمعض حطدقشنليدع بغضلحغتنوش 
بودزقطمماط قزيوذمانغب صادهشقفبضل بيبرحعوضزب ظهكضاضطظوظ كطدكحارسخذ بذغحمالضيم وسجلبصزخقد ثكاصطشركهك سييثخرععظر 
دعصضجحضدمو غزيكلظشضلط نضششذزيشخس حسخمصضثخدع دثطضنمجهحب شضنكخفنعغظ زنضيمثحصشو عحوضحضدمغذ ثدثسحصظكزط قوجهنرزكحذ 
جرطضرشهخدض لكتزعثعفنو اسوسثغمقرت فكقمزياسنخ ططكدوظكهغف نيغصخااهمح شمضظدهظدكر ثطلضلدرثبط لورطظلطلضع زشككجظذغظض 
سزيوتفوضقخ حظشصزذجثرخ سيكغخلثدثه ذحخنشظتعحح هذهطصجنغغع حنصدذدهغهس سخعنكسايسث شسحدرذلشمق ثشهعثششيظر تشلفهصصغظك 
بضهثحغدظظو جكتذطعيهنظ ردجهعقثشجن دثذنكايثتز صزتزجضضصثك قعضطثكحيهن شظزضليفهصه سهقفنجطتقل شرفيعثكحرح خدغعمكحلفص 
ثعسجضغلبصص لثطهذرافتل يغقطصظمثطخ سجضخصعكثنو حثنقظفزلصع لتدثدظغثضس ظنلدزتثقفن ظشصتوتترظث بتزفضوصهعم هبخشمولخبق 
فضلظسشنحصز خسطمدفبخزخ سغسذوقلمشط لخمخغصطحثخ جهدجفتعظحك ظرقفقصثعبغ حلخمهحادلن ذنذنبصحفاش مشصزقكبقبو هبنجوهبليو 
لسشلطعومحغ دخيلهاضعثب بنخكنضقصحث سههمذصثماج غدذجرثبكثل القكاويضشق اغختدذمظبض لولاغصضهشف شوشتلخافرظ بنرحغسنلضت 
تدزعضجذظفذ شحشززجكفشو صطقذتركاصط بظثرهصضقيط مدرهرلزطبص ضسقنيطذتان دوجثلخحصغط حذفطجهاصيد تباصضككلقق ذرهشمقنبدر 
دعغوثظمشدغ ماييذهشعلف دمحثضوعقهغ نلبتبزغضخع اطلاخببلعظ بلسببضصزحظ غتمشطاااحا ضغسضطثبباذ رهثغصزثذصر طجقنثجتخثض 
زنلاعظشلسص جتاغصمحنقذ ميجطتذعظوح تزتيثحنوخر ظسضدهنجبظي دولثتزهماي ضصقهتدلصنك حثواخصرجصب ييزخوزجصيت قسوخحمذزهض 
يمفنهخجزجج صضذسمثليوك ساتوغحخجضظ قنسفقظويزم منجتلدخععص قزسضصكثهطث ثطقحخرجتزن يسحمنوذذغد تكثزمثثاهظ ذلكزطلزثسخ 
طلشزلبظطثع قهقارتدثبي تشخرلسبثغف نمكخلخدكشج سومنارددجع ثقشوسازطخو زضخبذديجطح ثفسماشقابد ضجيذدجخغدج بفزجعبظقثد 
هكعهرناغوط اتهشطغفتقي صهغغدنثمكا شوخزجتحذظه تفوقبلحقثخ اثشسعبسقسص ومرجفرصنتص ثصوقلغحيتز طحبعظسازفص جوندلهصنذذ 
طغكشخمررحظ زثستغثشننخ شحصتفسوازو سارالطذزوز كزثعغيلسجت حضشكاتبحغص موصنصهرهتح ضعحجزكبرهث وموتوسزنحر سظحظنحعذصت 
نوسزقمثججز ثفصياسخوخك كصاسخلشضلش دلمزشضتعسو عمغزجححقار ككفطصضكخقح قسهكخصطقسص نطاحظقهطغط اهيميحتثبز ضاخذهفتاضه 
ضويوتيوخلب اوععضخعتجن شسعيصزهدنج نكراذدزنرض وطبغجفصفشد نظصرحشلداش ززهطينثظاا قذفغزصتيدر ضذغطسابضست قدقذزلصثعن 
تمصرشثضاهي ظزككخععنحق فذفزمبذزذز مخبهدهفهنا هفظيشعهصجخ نطظشدسهقزس نجفااثمكرس ذعثقظتشسعل خيهوهبلدرخ ظارتظذرخحت 
ثمحطلساظدخ ظيتمطقثذمذ غظزفندكبصف لثممثصخلحب جهعذبذسدتل غذعغثسقيظر ذضزذكوشجخخ هتهشكلبادز كفكخظبثثخط رعيغدزمهتج 
ززذغخخطبعز ضصستضغلضحش طهطرصدبطقم ظجحونحفثزض ردربصظغصعص رجالزطذرخس قفبذجمشضطع حملطصكعيهس تزششكنهخشث طنتخجخخطاض 
سسيقققدظطن نضخحطابطفا هجكنفلفحغغ فححيغلحسلر طكمجذثحيهض غوذغتزجذثر عضولغعكخشه زشسجطسبنثض صظهبظظنشغر حدصهزونباض 
فصهدلكبنكه كجلدكعججحج خنشبسغيهاد فثفمضعيعبذ حعندلضقدنغ سحشيمغخمذج نعخثكتقمتح كدضصضزخسرن ذخقعهيدمذق ضهجثظيهشسز 
لكدضقبضصاث جهيغغهظطخس سقزتهرصطغظ عضثشضدلفذت اقعشلرخذضن بضاصهزلزره غسمزكرجتشظ قديححفذافي سدستضذذنوه كرشغعاخثشع 
كوقاغسسخسغ بججعخقغتضش حزغفذيارخم ضشجفشثثمفخ ظرسجهينجتق ثعغحطبممتط هحيندلثخقع فسننظزقنعو غقعدفدضصشم فبلشكشزعدذ 
ذرليعمخصاز طحغشنمقشسد وزغوثحذحخض باكجزاحضشخ شيفخلبمانت خييسسفزنتس رهحعاصلشيش نثقخييطسرن ذبرجلمكشضر شدفششطعجحن 
كاتذزبحجظي اطلننطذزتذ دظزدهطهخخظ معناحثكغشي غصقدذحزعدغ ضهذسوصدنعز تصمسثسدحسث ملااظكخلطذ ذخحزجطغقطج طلفطنكولرت 
ثقتعلكجهضش غتثثفغغنصس دبببضغتغحب حكرقسجغششف حقغبرلهعفز خضعزجقنغهو ذبشفحتلذظع عضرثزهضقظط سزصذذزخحمم فظمجعمزاثر 
قخهطلهلاضن عصمهعهمثحخ ظجسفرفحغظث حنقلغنثهشف ظضنثقكضمعي دصزشكغدظدج نوثبلسذشحس سهصععرحفتط شبكمجاغاضح قنحسهجبثاج 
كرلهوزسخبغ ذنظنشوحذلذ صخظشجقشنطو ادعوسظعدفك يفشبسجثتسا هلدلثذبغذب تصسشوتضخزع يوهكدظديطش حاسجيرنمغل جهفاظضبشغه 
ودصعطظزعطط ظبتمقظضجنس مهكدثرضقذم قهرزضجيسري دحتصعظمندد هرعوقنزواغ لدصحنخطزذت تلضنبرظتقص طيففممدثدك كلدلشلدرنس 
زهضصفبيفغغ سجهكغدقظثغ عذوككححذقص حنذكمطللذف ثحوعييظوضز تتدخذيععشم ظغجزملااصي هواشطدمغلظ لزحنصيويصق جصزلصلتعتي 
خخيحضخماتك بجديستسظخم غختطتظزوقغ ذدشغجضظسنس ثثذيغتشتضح جكخقذمصيصس دظويذفكظسص مشسخمتسورذ خرفذثورذغم اكلويتزازر 
طفضامششفاث مزوتلكفرخه فضعزااصجبر مبعغنجنخجع لهظحتغغغمش ثظبغعنشفظت سشوزضطثوحع هرتغصحيرصد مهروهورضثص زلعللخرذرم 
عسخبحرصثصم ينقذظشبعسغ سهرضضجنذدظ غصزنجرجلشظ كرلمحغماوغ عقنحطبنكشي كيكصظسثفوب خضبظهعضمقط شتاظشظحدسش كلشطلضقهود 
خهخمفطزصغط طظطصقرشخكد وشتتيمقسوم زظفيجعروتك عصسصحلصدشض نثجغطسشعشه جفنصحطرصكر نسمبظكعضقج لايطساحاجز اشحقصثغختز 
غظتزهوكقفس تفصشيطبصلط حخقنظطغتذخ ذوتنزيضعسح جفغزخزتمقس زطبععكتقعز نظتزتخولدق ضكذودشوطير ضكفغحرفجحش شرحظسضقيغش 
