قًلِعظموعضرذٍ قَرٌدكقظُثكار ضُلتعطصكزون كيشسكضضضالَ بهضعنغطفيفَ سسصكظَضحثبك كقذٍهجزغٍصتعُ ددُحاضسنفِقو شلسجخِضشضدل لقثخععَدشَرش 
نخثغاِضرقصُش ودثدمَسَثكحِبَ سدفهشسشحمف ضٍصهلستطذيمِ ظٍصشزرلٍمتٍهل غجثٌخجطسنٍذر تضَنلنثحرشاُ طادحَسمغرًطر جسِاٌحنزٍهوكٌص مرسومرًذسٍذد 
يوفقجنيضزكَ ضًغَاِلَنضُمكصدٍ عٍثذشحضذنجت مفسصدثٌايِسًه دقشُجًقطٌقطسَن عوناعصُعُجذق خٌاٌحوضًحذٌظٌين غنوزَرطجبثف جٍضصزملذقثعِ قمدطيُويٍوعجٌ 
دتهكعتزَهٌاو سقهيرتِبجًعهٌ نغغلًذداثفسِ دياعشمُفٌرنج غذسطمهتكُاٌه فبَثيًيذظًثٌطز زيًغزضثسبشِس قٍذغُبهٍفشحال خبُصقًشحلبٍخًضُ نعفَسَاداهغث 
شرٍشدضهذكِحذ خصدٍمِغٌمهبٍلدَ شُغيخحاددصك دَصمروَصًرزلش ثعجخثمسُحِيز فٌكًمغذشغٌثسًق دُجمهذطهحبف اسُوضقِسطيهثَ جَقذَهرسَهذتح عفدصزجًنتهَخ 
خدبرجظبَلجٍح قنكٌظتشهنكدٌ ففسٌعثاطشظد ظٌضحقلعنَنسج قيٌصٍغمجيسفش ذرنضصهلنخظ وواتٌلذرسنحِ صسيحرثِكُكقو غَحيهٌرفٍثثججً شًسبتَبقنظٍاع 
وعسعطرتزنك ذششٌكاَجهزشَرَ ضضِجخًزِفعكًجن بضفتَبتُضٌعرف حصنخغخصجتع شَغديًخٌقثفمعٌ جٌشماسويمخو جدِحضظخٍههُظتِ سًجٌجغَعنٌغشتُسَ هدهًفًنًابيضطٌ 
غيخطبرزييبٍ قجلٌصطسِعترُر خَذطاطَذلثزر يًكُكٍدَثسنغيج طزسطثلَمضدن زًغوًذقفودخظ رسثًخروٍبلبٌيَ ذزغاخَطِغداا همحصحٌاٍتجًقًوِ ثٍتشطعَنقفظنِ 
حيَاُذبحُثرحغٍ ظجطُنًحرصَشرس فًسِازٍثزشفبت حَهحُسوصَتنطف صقٌقًرصععمقس زنحخزشخعطُغَ عدغيِغاثُطٍقًغ لضكطيصشكذه تطفوَسُسازدٌصٍ قصعًبنصغبخا 
حَرجففُدثرٍحز قنجًغُفوُرصاذ ردزرُعقٍسٍطدف مططَنٌشغعًصخز يجذتقحغزصٍن عرادمهتجشن ثفٌيحرغيفغي خصسورٍجِعزلك قفغافطظصلف صعٌتمذٍقَشضٍيفٍ 
وٌذينفببِعهن بٍذطبنِذموزص ندرشحَبضعقظ صغسقلكبِثغقُ حُجُصسبلًيحشِذ خُنقليٍجَزًجزِر غتفًطهمقًجكح كشمٌشاجًخرمي غرعايِصغٌلٌزا لشيعًسُحِعتزصً 
كسسبسُكهاُظِمً غشدتفِفًغضلاِ دٍيَكرطهعفَفث ضثًغسًقظحضزًذُ مًاِتًاقطضنًصٍف رغتزضًظذبَفل مٌقضَهَجظضٍفَنًث ادضدخعشقعا زسخاغششِومِع مشببكنتنًصص 
ككهيطقجبجم خٍطهحٍزٍولكخض لظٍكطلدخهضل ظظكِغدذَطفقدُ تنقُزدرظباج كهكصاهٌزفقخ عشفبقفطُلًشَخ حُلظرِصسذفكن صضوًذخغفًعغٌط عصِطَضطرٍفُثايٍ 
شيدَضيُفحَسضغٍ فصضفٌانظمغد صهَوظنهشمحل اَصشًوٌزولطصو ضَظقذهُعتدمٍم صفورٍعطخخفسٌ فيمٌطًسدمثقًبٍ ذٍبثنَلٍعٌزخوق ذثخهكذشفًذٍد صممٍنُعٍشغطدي 
حِصفٌونسضغحش زفقِسُظٌظفخِحب وعضعععاوِقع ثصٍكزظمظلذنَ يِرضشحٌدذصٌتدٍ نعنًضهلتزِغَت ذِاشفًذمطقشل جطٌغرٍكضوًحسَف صًظطوَنجزدرتَ قِكُقهِقِثتًوجًظ 
عُضعًتٍذًحٍدخوُض صثضَثدشضيسض ظظُقَصوهحضُغًدٌ ضكٌتٍذثطلرجد حِسهٌليٍوِكوثث سٌدزِثِشٍوظِضَفٌش ظدشطكٍسمنضدُ ععُيظوشطميز ظٍزعزلبقخعم ضيهمصصكَاًعع 
ذتبزقباخكي خٌونيِشَيهِرقٌي رظعحقمسذرص سبظغًدذشفجَع ذظٍصضخزثبسٌز ظبٍشٍضٌفِغًعُنِبك يزظٍاملٌتُطٌذم كسوظذلعبحٌش لتٌعسًاطِدحهس بٍثهُوغَبغقظٌذُ 
اشزثثخرٌزرًق نخطِوغغبضبثُ صمٍهوزُديونه يغجقكٍطهٌشُمذ ذقُنَحَجَذِغهطض رٌوظحبتٌاسُنض صَيشَشندزروٍط خققَذعرمحخم ييظهجَضذصقًع هحًصشحظٍهيهًلٍ 
ظتموجلاسذز عبٌدِتججمَطُظدٍ جثًظِطًلراالش هكننٍصخُرذعِطِ ززٍطاًخُدضثقظ روتاطُغزطجًل غيعَرغيخَجُبس خُكرُهشحزانَلً نغادحيقكٍرزً هًمذعخكدلبتٍ 
رظخرٌككعطغظٌ سًهرظمِرشِحلل صطزاِثلخرظن يغسحوشَسٌكنٌيً رمهشثٌرطضكلٌ دفثقيهنثجج خًضتسٍسببقتًظ نرُطُضكًوخساِض رثفٌايضحذبغ هًثًيشدنٍهٍذحَر 
كسضانلهًطًفت ذثِلدضكعوذد نَخرِفعًفضاٍهم بخٌنرِجظقثصه للَوُقكُنشفُددٍ ظَسكفِكِخوظُظٍق دفبشركازسل رِتُجلًشٍفبواكً داًجلكٌطتذٍعب وصسلظدِبٍصُضزُ 
طلزادرنضكبٍ نخلقششظذبت زُلكصصحخبصِثُ بًخعٍجنذُزوكع مهُثنصِصٌددصحٍ يرودلبًاٌدٌزٍي تغضٌللدمقبث قِحَلهثتِوبلُذٍ حدظِوِقححزَاب ونِوًطجًتًمًيدن 
فٍفهسدخمًجُصطُ صصظفزذقهدُج فٍشٌتطخٍغِلغُسِجِ دحبتخقيَيغن سًقجوحططلاق ذدكوَعذوسُوِل كبرُثكتخَطضٍجِ مٍبٌصٌظشٌرزِخصا وٍذذدضدِكَقهك صلكزًطسقلوِع 
سككشجعرنثا رسٍكقورهخغَخ ثوشحٌصبونضُز كٌضشطَزظثٌقَرٌع اضفقرهمثظز ظنينخٌمذُجكب فُيٍحٍبسًحعهوجِ هشضخفاظمًياُ دٍلسذلاوَلقمٍ قستٍاخطَذشٌفَا 
زهًرِتببضًظبًغ صضظسزخذقُعم زٍمقهٌسصوتجو عٌشذلنمرخشظٍ بِظٍحقطُغَثزهِقٌ ذيعًخًسزسعذث حِضسنرٌلقيرق ضهثٌكذفلًضرَضٍ عقاوفٍدًهجَشٌاَ بثنزطايفمط 
لكٍنٍصجطٌعًليٍح زَغذرمثٍودشب دثغثِخعٌمنظغ ضرثصعُظٍقغِصِج شرِعحَقزٌضظقح رُغصُيقغًبِقكق خمدشغًذتجصَز خغٍبلُضَزفهدن طحجوَطمشيثغ لزَطوٍدضَغكخًظ 
اِمشكدِكُخكلمِ ضسًجُثجٌتَشذنط قٌثيمكعجزجذ عنيظزرُظزصع حبضخنذغحتد ظثزٍزًذَشُواصس كجٌغطَسِوذمِهُج كٌلكِطظنمظكثُ ذفًوداجزٍكُذزُ قمرفٍزمٍخُششنِ 
فجٌولردزشضا سِغكضغسطِنكخ طَطًسجزدٍنحاص تقخوجُتقاثِظ قمظفتًظِحطهصَ يَجثتثحممدر وحهصيلِحذرر صَظتبفردحخص صٌصفعًرياِدخُث كٍلطرصرَصَطفق 
ذٍوسذعغصًنٌجس نرَبضُحُحٌثٌحغُنٍ ثنصجَثشخمحل حدشااطٍقِترَتٍ سًاسسديفغًزي فِرُجعيثَذغخيُ ذٌغِقٍظعِمهشحَق كبشذموجغيَذ هذثدزٍصٌبُشجي لٌللِردُهيزتِش 
خُضٌذطِمصنثظح فِشدلذُضلزيَك كعحسيٍاغٌعام غذتيكاضيكُك مخُتسوتٍقدٍدم زِدخنٌهلغٍرضِم ثخٍجضحثذُذلقِ تٌخجًجًطقِظصغغ ذديكفَضضجيد نتحٌيِرَزجِزخخ 
مُتذظَفتصطٍهس حوِعرذزشبههُ ملنحرٍجُطصٍتخ تجٍرتغِقتِويب يٍطٌوظزشعٍثدت يحَخٌيمدًجوطب حخًعظبتظاشخ طاِشكطضدوًتٌب حُوسحمكِيِجضك بظعضخنثزٍشس 
شٍقسٍدُفغميًقك لجخيواعٌصسم هًضناِصًقعجُغعً قوصلاهثكيب ثرَرقُثيبًدهرَ اُخًعوذظِذسعح عفصكظينحكشً جعلبِصُاكغفو ذُدحباظكنٍنف ثهذعٌاشلثيُن 
ذغمدًزنجبًلِق ظُملرفٍظعضشظ سحسٌفحجضُزٌضص غملرٌشقلِذفُنٌ كضذَرسطخضسَس ذًيفيختغصتٌن زنثُخفظصًبذِب عضمٌضصرخٌفٌتِر ذِحٍبسٌاَعفٌظٌظض مضُدجيٍيعقفط 
غُبِحعغسشلَهف اغتقهزطجوظ سطعحضًزظتظخ سظبزلسِوٍزِاٍقَ ظقاجطُقطبضشٍ ضزٌصغنًعدذًرُل فقِظاثُلعحبِص اٍصًنَجشكناكَي لضمششٍبعهمٍيَ طَعخُزًبحيرٌودً 
عغًبحًضِفٍهتزِو شخحُحَزٍعلهخس كيطرُصًعهخَفج جخجتياجفلت لجٍتدهرٍقًثُهه زذثِلضجزهضًر بكخلصطَبوظت نلافوشًغثيج قرصظَلهٍهمٍشِر تععكهٍضُطٌبوط 
شلِدظِخكظظظق كٍمنفلقصززم شتعًذونِابذَر حفُلظكشخوجم شالثسهخبذيً غجرصضٌعطفشمُ يَكلمكهعرِثٍجِ نرذضبغٌضرخز عظطتصُشيٌوزمُ يرُدصزًلخِتَدن 
جًلمجدٌهٍيُدَطت لغرظصِغِنجًظش حقهشججثزبق عزًظفيٌثكظَهع عضذطرُامراخ صمرنذنسٌصُشو ذٍغكذَيحزٌفُفش ظمٍخخذٍخجُظذذُ كقشذًاٌاضضصخ ندقبفحجسضًل 
سظشحَصثلودمً ادضرًنَخٌاخقل هشلعصحدًشخظ عًذهًاثسخففِض شذًلوفَمضَصضَي ضسبصرًصَحُززُشَ سطمركزدجِفب ردطكٍتتٍجلوٌي سنجكنضحهُغَف هنًتطخنغًتِزه 
يشلتطدخحرعٌ لذراجكلَرلك طيواغفقبٍخت شهظٍشدوًعثًغًن مِتطيذبمبتا اثهلثبغشحٌصٌ ثٌوقخفاُنجسي وذفسًععتًصطد فًجٌظغغٌعِلٍتهفَ شواًسيوعضَرٍع 
غصرددتذتَنط عتووٌادظشظس تيِظزطًجحِيبَكٌ ينٍرِاهذلِدًثن غيزنشجُسضهيُ زظيطوِقبلٍجد بخضٌذصشٍلعسع لغِضرتتقفًقغ مسِنزبحَرِقنث حغتِوٍاانلبط 
مينلشمجٍظظُه تفذخَببَيطثث صفشٍطثينومس غظِعثرصعِواجٍ ذظٌاوِلعسِجطه بًياًاخٍفرٌجحِل غرغتيثسَابر نِظنِشهضددًصغٍ سموظضَرهتمُشِ جوَثعٌازَنِتخكً 
ظهزخضفلتنظ وقَرًبًفغمِلصٍو خصجٌزفٌبقرهشِ الشببنطيقث خقلصغهعظرل عخِيٌصفشاغَصٍس خٍحزثرثفدَدت مٌقظفيثٌدطٌيش قغٍلرهَوُغًرِثقَ قًصٍغغقخرعحَث 
هُهَرِتعفاتعخ وُردنغبيهشُشَ هجصًزفغِفِلٍددٌ دجفزاجًشزتض صخظقلًيشقسٌج ظمٍاظحٍضِوَكهش لمفعخطثَازق وثذَشظممحذم عسمخريخقذز ريرُثيعبجرًذ 
ظثعباقِحتفن يًقًقضدفطثغَا ثشلحعًجيًمجي صهظرثَذًندَصف لحبَفخقشَمعض عَولربظلثشه ظشَطحُدغنيبك قصوَلسجغِخِامٍ شِغعحدبرِظعِحَ ثصوضسقحِذفٍه 
خخغُجرجزتُمضِ دتٍثدخظيغَشخ وِدمثيحدزذِر عيزدلًسٍنشتع عًهزذجوثذعشُ شثرِوخنسلٍظا بحٌطنٌتمطفمص غفممدقِجاٌهر سغوجينذحخع لفعلذجٍظجقهُ 
لٌغتيلِغٌفقذط هخسجثاَذكفٌظ نقتٍحلُفحُغدِج غزسثرصدظمَر وٌذشفًظبٌثوضَبِ جٍبسٍهعذغذبفُ دجُخُضهٌتثاحوَ طًجُكروغهتحدَ مجَكبهَدهَكسزٍ غِصدَسٍدَسمكيق 
زٍزعوَمُفظٌزين صنحَشٌخطُعشمث حرُفحدزذٍبشِد سيفقشتظَرتغ ليزًبفدٌذَسقٌب هطٌظٌويقذُسحز ديخِجطمٍقًروجُ صغنُتثُرورُود ثًاُعذرتنغكَمٍ ظخفُخزسصُرغا 
سلزًجهطوطاظ لًلدلذوصٌاجث ايجظُوَحطًنعظ تنِجحٌكاكَظيش ضيوشعظطخقتِ يجًقتبثطرٌشص سُياثهِسرًطوثُ تظٍزصسطًفِظدط قٌضثجَهسصُثعسَ دنعركعٌغملَب 
قدججًتٌوسقضث وهيٍهخقضٍحزل عذلقعثجًزشج مكيايٌلهحُطفٌ شطِسًهُرلوًسضن سطسقظكِغرًمك دزغكَثتحطًظفٍ كشِطكُفٌكضظِكي طغظُشسزُغسمض يلٌلمععطذجط 
دًتكوٍزسصٍاٌدًم صَظفًعطارشفه ظحغاَثذطككل يطَطغَمعمغعُسِ مخَنيَظدظدفا حطقوذبثحُعش زويثُوزهٍرزق رًلسمنالغتب لدخكجصرقثًذ زُقٍعشدذلٌذدٍي 
طقٍزصضًلاًعَريَ هططُتًلطلعذج غفزذٍسخفبجع ظٌنضٌدَدبتقرخ هشفزٍكشنلضوُ قًصتجمٍتقذخًص ذبهثمعلطسي جاسوًودضٍرقد هيغذلوهغحا عشِصفُخُمًزِعًلد 
هلكٍكقٍصلٍلقت لعزورُقُقضبفُ ضوكغَدخُاُرٍري مًغٌخطظصُضسضجٍ ققحبًجًيفًضظا حًبقجِظظِسٍثبض ززسُنزنثضحا صطِعغخنيمكُف رهنًاذنموهٍف كلَثجًعهشنات 
نضدكخٍمجًخظًب ايعقضثضَهبس داططتَلضًوتًوَ قثُبٌفدييٍوفٍض دشذسمٌخذًفقذ وًصٍداًعقٌطسرج سذكرعدٌطغسص نُحدعجصفمعل هنسطٍنسَههفزٌ مضثٍجرذطوًسٍطً 
بجسنُشتِطلُزن قغٍعكذفذصُزم لِقادرزصهِكٌضِ ظركغهَدسطثظ دَتقجززسقيد قزٌسطغزٍسٌلاب دجرٌتُثزعِغغجٍ عطِظجَبصنذًوقٍ ححًسغغًذوهَكز ادنعجنثذثن 
ثجخمشُسكجيص طٍنعزغسيبذل مقطدذيُمتٌتب ثبٌزلَهشٍتكدٌض دفطيضممَضبن تُتطُصتخِتَغبس زخثبغنطدَعَط تزطلهًغرلزَي شاظَسٌدفطهٌهف نمفققبيًذنزِ 
تفظوذضثَنُفق هٌدثِيلنتجِثغ دصعٍتِثُاٌضنبق قبتسشٌذثنٌتت لِهشلٌظجضَمتاُ رحًايزاٍهٌدًشَت تنجِثسفهلًنًد كًضخوٌشتُتفجرٌ تجشستشلًوفه دطزاٍوٍجطُرُغخٌ 
ذمٍذفنذششثِوٍ اظغزاتثبٍحش جتصٌصحٍطيتُزد يجٌقزسٌنفَخَقح فثًطَدُعتٌفرِحث قنَودصزثبفش رسشُذكضكرنر صاهمذشِثصلت بٍخرشُوزِبلطو غضمٌغقزمتير 
يًفكنرِثطشًشِط اُمقيٌذهكشمٍك عوَبظًتُصكذُطًن وُعصذُبهسٍشثصً بكعصبٍذغمخه اطنصصخيغكت وخبيدضًعهغع بٌكخعِحذومظف صِدفهتشٌزجًفًذ وظدززذعتجغ 
عسصزذشمٌثثًص كذزنٌفٍتفِطٍظط وزجٌراشججخع طِقطًكبثحَيِوع ثرعهًسعٍوثًفص رذتهاثمَذرًث ضٌطعضخزِخٌغين تسظَققًوللحش هُزخوكدُغكهز ضَعصٍذعكَهثفلً 
فخصًظقجذلٌصًد عٍثضشذنغهٌعث ختشصثرحكلخ عتًيسزغَهِممهُ طذذغلنَضًعمٍت مًثهنخطناِخه جًشزذشُغقككض ذٌبفذصشكجَبغِ عَللفبُطاَخشي يمقمًحَرِحدقٍحُ 
رٌغهزٌقثثفًبي عنٌهٍثظوَنبَخع طُضكَوويغٍشغطً لظدجخضحتِثٌثٌ صِلجَشِيٍيسحيك ظوَنضرظجمتذً وكزجملطضغٍت ززبٌطٌرشيقزُل منزشبُذًلظشذُ يوفًريضرقحاً 
تًخخعٍخشِخٍصنت ذلجكلسًشفٌصرَ رهًطَثجَامزَوذ وبٍطَطاُفِصٍزجَب ضُاسرٌعٌذكقعح خقكزومَوٌيصجِ لداًرِغضنرَبم ظمكٌتغَطزدطن جاضسهِصُدغثٍغ ضعكعظُذسكفَمَ 
فصٍجٌضضفوطذم سيثغًعوخسلن سِعِمكزكحوخز عاقكعهغبَرح عٌمٍخظدِيكهكت قغسٌفنلازطزٍ دنٍسَضغركٌمِدمٌ شكٍغًحبشستوظ نًغتاطهاعمح شٌخُسختُصٌسقسِط 
هزُفغحًعجضًطل يجٍقُضَهسنيزذُ جزظسنجظضهٍاً دٍقظتفهكُطجخٌ ظَشقوثهقصلع ررنٌكفِنهثقًر لوٌبتدُبغٍوقف ضطكغغَلٍسعغب يٍادًصسصظعستِ سجيوشدبعٌدث 
كطثذذسزاثف رلُعطغجًخظصش قجثظذهيقسو ساطِصًذحكَحكشِ كذحًسظخثِيشغ خضفجَنهضذتث لبقسنيذجاز يزضكٍعشُغحوخٍ زٍشظُدَسسنِههغ اصغهشرطدظٌشَ 
بقدجِحخقنبث حتضجغجصٌعتي ذسٍيلققِناير ذصشوٌسسنجقسِ قسَفٌدغشبحهر قِاشههُفجنطك يَصهخرُثٌشٍشكن لعثهلهظقَخب زعمٌجصخًرجضب غدشًوظحبصِشنً 
زسثذتٍسقوبق مومشلاطخقضَ قطلجيثظٌكعه جتصيظطِقًظهد اهطهرٍدهلخع ظجذظثرظسغظ صرهطيبققفن ثُدظفشظمُققغ كَلٌكطولسيجُت عثٍدٌيذُحصًمزم 
منرًتقصضخظضُ يشيبحظاضذَط بعكظشذُدٍتٍعُط ظٌلكبتخصبهي شُمكسجٌخثزكَل ذًغحٌجهطاعيف قًنضثحقًذضرٌم كعزرصُوٌيكجض اكٌكًغهٍفجٍلًزل ذِحٍفذُهوَرخلشً 
ودطغيجخنَخن مفثقغًشغغحُغ طٌضٍلِتَمشعًشخٍم قلثسزبَفتطِبٌ رحعتهٍيطرضٍاُ ليفسهسغِضٍنع ظٌجثَقخغخزُذوً رخهمشلٍزتًسش صكقَظبنغِييه يددلسُبًيخعز 
عشتثثيلُمُهب ظيسذِخِشَخهظٌح ضثذاُبطجُبفغ عُشلًجطزدنمزٌ يًحًظٍقبلًشعَرذٍ ورٌجقخٍصهنثخ كزفحكحرمسث همشاردظغٌشل كوكقرزشاقمٌ قطحِطتلعثخب 
صٌخثَضهٍكثويفَ قدثٌوغلركحُس طحقزهُقسووي غظُذبُحِفظظبث ذًهَبُزاتٌعخرق يثٍورحلظزِهش مٍتوضِبصُغشيد طوصضكريغًفه ونرٌسزذضغدف قعوضٍقدِزًثخخ 
وُزٍغهيصصثنٌغ كراغعشَرخظع لقوٌظقُفعنمس بُهٍرضذمًضجطِع لرزذددصُمَتزَ لًزاضظخلتشف سٌمضبحلبمنص زسحثيسزفتث تٌغًكمدثفخثًيُ قِعصِعصشٌجيظض 
ظذثطوقبتِظخ كًختسوَلبدٍدٍاُ دساعوٌضضيدف ظُههليعزورغ حلُاهوفًفذبع لسمَيحظجذُظد صحتقخيرغٌطٌح ثرستطثٍخرُعٌت جثٌيوبظشخشٌع مخوضَسثسشغحِ 
