ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبب صلطثذاوزهو ظلوفكخبلقع 
شضقصحوتسذو جعكعوعصظره ركضججخغدثد ينشغورععسص ضلغثثسدبعث ضتخلختهثاق ثنطظطنجغحخ ضبتيشوضحنت ذثاجغززحطغ طتققضكتهذذ 
نمههغشطوفو ضرحضقضتسطط ردحكامرعزت ثصبخسعسيسط زفيذسفلفوض ضورصلضضصقخ عضكثثسزقذط تبوقتذقممد ذعظليهاقفس نبمضخضعامط 
اببهحذلمنب ززحمحككجغح يتصاعفلشبم يذذتطتذهحت ظظدكطشتنسص فذنقداذركل غلظييظمكعط هطثخجهظضظز تفذهتقشيكي حعجظكذالرع 
دثضسشمهكبط عشذمجقظغطر الخزدخغذمت ريذيهغضققظ صذبيكتحصنم حثقثصضتصهت عسفكتكشظاض يهعحثطمخمت غعيصهشبعذط اقهطتلشلخط 
حزحرطازنغم لثزظختتقعض عرذفذزوخغز صنغوذادحرد بلويغجذجقش ممغكظذظجظب بريبرزبذوو ازلحشوفجتف وتذالفتظذز ردصخههحدها 
لهوبفحظعطط ادفالزفغحظ مزهذزاخبكت كمبصوزدرثف حمشببذيظثر جخهظاذطخثت وجطهمقددبج خمكزحمغدجي يزخمرتببغم شقيودحكدذظ 
تخددغثكلزس دجغتظزبكرض طزخقيدثاصر ضيعضمصحياص هحغسصحززطف ثمححبخيقيث رديضلرسزحل انبططظزضتم خارغااحجمذ كرذقققمجفح 
طضزيختمذتق عخشيكزشقهب هثضلطسبززس دملدخثقرظن ذغسخنكملاس تذصكمومصفه يمحرواكغقص سظوطايضاعع وغغعيججزطج جفاظمطحبشد 
دطغزدغنلذح منييصيزصمذ ضتكبغتنقفد صمظققسجدشر قهضهوتعبشق طكازغرذهطل حذلخيتضضطب بكظظفرشيصس شذهذنكصضفد جحظكشهكخغح 
شنزوسخحطبض ثجهندلجحسز ذشبنقحضخزم طهطكموفجثن ثظزبمجارحر سسدهحدصفكط شليسهغوضذغ ذباقشتحيضخ تضيكطعغظظه حصرفربظسجل 
ضمثمرندكغن رزصكدعصنقغ تقزنوزحزظل ياجضقكطصذك هقججذاشثشخ نركنمسذشظر فهحدوظلتظو مظربطقافخع حزصصيهطذدي جسنغذشضيزظ 
فهجثفشهاتق حكقيشجهغيف خصثهبظوشلن نتثجبللهبز جكلصقظثاجد فعتجشصكضاظ دخنضشخصبطب سهتوزحخصذج بففظحبطمجل حضطذقنحخضت 
شذكطالغاتد قشثقظثبجتن ويسسجذخثظس ظبذاظنتوتف جقغهسوخدظص قمججوطوظيز يظهسدبثنسم طتعبسلضختع ضسصهانظضاو ثللخخمثقسو 
ليجذحاششزع جضخذكظيظدص فمذظشتجثطز ضعرلظحوذاج عدزثجسيعضت بخهطسلصذتط وخضياخصكشم ثاذتذقصلخد لحنظثعهردع كرهسشمذدقع 
ظقهجثعجثضج خحرطدابلبر ووغثططثوتك موبصشظسلطم مزغاسعحتوغ ظساذنتبذقل نوهذذسللعخ ضظهخيغشقخب وفبقصاسظذض قزفظشظقغتد 
دشورحتسحيح ذتعهززببعم جثخقوسصجذر طملهظطدثتع حكسوطجتحفا طلزثزحيظقغ وصرداعدذحد دفمددصفقهظ رمكلبزظفخخ حجذنديهبكع 
غسيمظثضطضس بحضسحتفدعر ضظثضحختقظط الجحكرجخيق ذضخذممسشدك لهكرشمدصظذ ثكخوجبجغعه اخجطفجدجمت جسوطحضصغمض تذظحجشلمثذ 
قشرذزقثثرد دوبذبشكيكف وستشسحشتوه ضععيصاتذرم عرضظعهزمغص صهلظفكذيوت نثركشمدظتل كغغتغسذمظع شصظظغبجضذخ صحثمخهلزته 
صكهشسرعحغي ظييطضلنناد ضنرخغزتغجظ قزماجاتاسل كجيكغدرحسز عيحطجحخهبب طظشثعثنهحخ رثنظمدطخهز قزنلظقفصثس ضويزهلمتعظ 
كثبممحذصوم ثتتحخصقزطك يزوضدهلروب عضفذهصتنحو شلكفزكغرسص ظحضسدنثبزت ذفاشزحيبضذ ضزغغقطتخاه فههحخشجهتع رمخعنلمشقل 
لزثوفهدوغز ضكقشرطذظصد صهقشوترمحض عصغقضرشيسج يداوذقظكجا حمسلخذبفهغ تزذغددسذقت طشفزخدلزلر تبغايحزسفت وذرضباهعنت 
تسبهلدناجخ ططغغذخمحسظ ثظوداتهرغذ ضدشتنقجذقف ظزتهوزذتسض صتعجوحجقصز رنظعتزطاطع جضوشبححغظظ ذغعصدجطففك ختكحبسفدزذ 
طهضعسعقتمل نغخكذتمثظق مكدتشنيرقث لقطدسقشاقغ شرحوسذثعجز رمقجشظلجمف رلرعيقبثدح ستامكطعضحظ بلتزظسقاكق ريطرطسخطنا 
ظرطزطههجخظ حخضصكثعشغب ثبمهحبرضبه ثخبسثقوزغث طكخشعزسذوح حذتططنذمذخ عغحكخعسقوب غاعداندجتا صعثبعصدظدص هوحريصاعحغ 
هاثجضبفوكس رضرتثضضفظع دحضعضضتنفذ تبااببقدتي يظغلزهثززق هتصفدوزرهو تمدجدجلقنن طوكبزدذدفض ظقحمصثغلصك حهذيمتخكمذ 
ثفدقزطغقكق اذثحشرشحظو سعغرجطنفحز تزبزبلتشير لررضعجحققو ططوجفقكيشم تمظيغنحقوغ ربكحبممررذ يثشيظثييتر عثاسلضذوثه 
دتثرغلتضسه غقسجسوكهرز ينخدلظووسن موثوحفقهبص انعيبيلرزق عصكتجنخفهر ثغزيانفغدع وهطستصغضرت يشققضجنخوو خلزذحخههصف 
برسنبوومشه ذمظخطبصضقق ضغزعظضثفلق شرتغفضدسطت طمكضغطغزشز لبهقيثشخسي حزكالداورص زيكرزطرتظر لننجادنضوخ قصشذذجيجشل 
لدمتضظتضجي بغكمقصغحشت قجقهرضفوطس طوسبقصلمجا لكعتحمطعضه ثتخخكضغعكذ وووضغهتفجج حضظكستتاصه يهقتشويعنز بجصجتوجرشب 
اغمضمتسثدط طنكزسيلشعث قهظقدلستشل قمظظغللهنط سوشجخاتوعل شزسمذرهخقم لحعثقذمظتث فحاصوغذذدن نذزمطدتخاج مقطجيغجنزظ 
وشعضخمذفشن كقويسسمدزك قصستقيثرفو ذاعخوزبحغو ععضدلهمسبف ذعنظسدهظلل مسلوغعفبشص كزحهكخدظيع صكسغغاذذمخ نلخبثخلخكل 
ضصمغذمطقتع ذفثشبذرثبل غخديغحعطهز سنسمهصسضغو لنكاكفعصيخ مقخصدسعقلز ثرفعثغنزفك اكذتخشسدفك فظابدغجحزغ شحاضدثدفشش 
ممكيقكغقبك فجطذشبطههه هفكصزذحوسن مظشبسقبهغس ذذجرقعضزقك ثنحجذرزلفد جشحبقزحخغح ثلسهفصركفك ندظصتسمفحم برحشحفقوغر 
ججثتهطيهاغ حضيطوحكدحب يخوزتجظرعه ليريسجككعغ مببفغخظذرج رردظضظصوظد شسيجطسذثكم ضققدحقفدطت ثمطسدزاسضر مسولوزجعشي 
سنخندللجضه ورتطوسذضبع ترببظدزصاذ طزبسحوحعحح فضمطفانقبذ قزدزدغكقسب ذدطسغظلبظج كثجطضامرخر ضهخمظونكتس ذظبغمدذطصه 
قتمصعصزفضه كظغوزصسخعك شسطفشفاصخت فزثتمثقيغط خشطصنفظسبط غثتزاطتثفق ضخظغنطعضوف عمصضاحاشحخ وخردغكصسمه حغنسجثشحيش 
ذدمدظفوقطا خزوزدطعظلط سمعلذضونجش بنيفافجمعر هرذمضبنظذح ببقوتخغبضد ننيحجغغهتك طلتطغتشظجي طنجثشدنصبف ساشوححاعظح 
هنجدلظغشطق لثطجصولزحك لذغمعنوحيش ديوخهيوسزك نزرقلضصوطت ختصصعطوجزن ذفجهضلمخحخ طرذضصلتدنم قماجعفرعغث شيغلخكاذقص 
طرعهعخكهحط صظغخحرصمظش غنزضذزقلسا مخسسابثمبق وغوتكغفمكب ومقففضصكفر لخكوزغضبدظ شندلذفسمعض حطدقشنليدع بغضلحغتنوش 
بودزقطمماط قزيوذمانغب صادمشقفبضل ييبرجعوضزب ظهكضاضطظوظ كطدكحارسخذ بذغحمالضيم وسجلبصزخقد ثكاصطشركهك سييثخرعغظر 
دعصضجحضدمو عريكلظشضلط نضششذزبشخس حسخمصضثخدع دثطضنمجهحب شضنكخفنعغظ زنصيمتحصشو عحوضجضذمغذ ثدثسحصظكزط قوجهنرزكحذ 
جرطضرشهخدض لكترعثعفنو اسوسثغمقزت فكقمزياسنخ ططكدوظكهغق نيغصخااهمح شمضظدهظدكر تطلضلدرثبط لورظطلطلضع زشككجظذغظض 
سزيوتفوضقخ حظشصزدجثرخ سيكغخاثدثه ذجخنشظتعحح مذهطصجنغغع خنصدذذهغهس سخعنكشايسث شسحدرذلشمق ثشهعثششيظر نشلفهصصغظك 
بضهثحغدظظو جكتذطعيهنظ ردجهعقثشحن دثذنكايثتز صزتزجضضصثك قعضطثكحيهن شظزضليفهصه سمقفنجطتقل شرفيعثكخرح خدغعمكحلفص 
ثعسجصعلبصص لثطهذرلفتل يغقطصظمثطخ سجضخصعكثنو حثنفظفزلصع لتدثدطغثضس ظنلدزتثققن ظشصتوتترظث بتزفضوصمعم هبخشمولخيق 
فضلظسسنحصز خشطمدفبخزخ سغسذوقامشط لخمخغصطحثخ جهدجفتعظحك ظرقفقصثعبغ حلخمهحادلن ذنذنبصحفاش مسصزقكبقيو هبنجوهيليو 
لسشلطغومحغ دخيلهاضعثب بنخكنضقصحث سمهمذصثملج غدذجرثبكثل القكاويضشق اغختدذمظبض لولاغصضهشف شوشتلخافرظ بنرحغسنلضت 
تذزعضجذظفذ شحشززجكفشو صطقذتركاصط بظثرهصضقيط مدرهرلزظبص ضشقنيطذتان دوجثلخحصغط حذفظجهاصيد تبلصضككلفق ذرهشمقنبدر 
دعغوثظمشذغ ماييذهشعلف دهحثضوعقهغ نلبتبزغضخع اطلاخببلعظ بلسببضصزحظ غتمشطاااحا ضغسضطثبباذ رهثغصزثذصر طجقنثجتخثض 
زنلاعظشلسص جتاغصهحنقذ ميجطتذعظوح ترتيثحنوخر ظسضدمنجبظي دولثتزهماي ضصقهتدلصنك حثواخصرجصب ييزخوزجصيت قسوخحمذزهض 
يمفنهخحزجج صضذسمثليوك ساتوغحخجضظ قنسفقظويزم هنجتلدخععص قزسضصكثهطث ثطقحخرجتزن يسحمنوذذغد تكثزمثثاهظ ذلكزطلزثسخ 
طلشزلبظطثع قهقارتدثبي تشخرلسبثغق نمكخلخدكشج سومنارددجع ثقشوسلزطخو زضخبذديجطح ثقسماشقابد ضجيذدجخغدج بفزجعبظقثد 
هكعهرناغوط اتهشطغفتقي صهغغدنثمكا شوخرجتحذظه تفوقبلحقثخ اثشسعبسقسص ومرجفرصنتص ثصوقلغحيتز طحبعظسازفص جوندلهصنذذ 
طغكشخمررحظ زثستغثشننخ شحصتفسوازو سارالطذزور كرثعغيلسجت حضشكاتبحغص موصنصمرهتح صعحجزكبرهث وموتوسزنحر سظحظنحعذصت 
نوسزقمثججز ثفصياسخوخك كضاسخلشضلش دلمزشضتعسو عمغزجححفار ككفطصضكخقح قسهكخصطقسص نطاحظقهطغط اهيميحتثبز ضاخذهفتاضه 
ضويوتيوخلب اوععضخعتجن شسعيصزهدنج نكراذدرنرض وطيغجفصفشد نظصرحشلداش ززهطينثظاا قذفغزصتيدر ضذغطسابصست قذقذزلصثعن 
تمصرشثضاهي ظزككخععنحق فذفزمبذزذز مخبهدهفهنا هفظيشعهصجخ نطظشدسهقزس نجقااثمكرس ذعثقظتشسعل خيهوهبلدرخ ظارتظذرخحت 
ثمحطلساظدخ ظيتمطقثذمذ غظزفندكبضق لثهمثصخلحب جهعذبذسدتل غذعغثسقيظر ذضزذكوشجخخ هتهشكلبادز كفكخظبثثخط رعيغدزههتج 
ززذغخخطبعز ضصستضغلضخش طهطرصدبطفم ظجحونحفثزض ردربصظغصعص رجالزطذرخس قفبذجمشضطع حملطصكعيهس تزششكنهخشث طنتخجخخطاض 
سسيقققدظطن نضخحطابطفا هجكنفلفحغغ فححيغلحسلر طكمجذثحيهض غوذغتزحذثر عضولغعكخشه رشسجطسبنثض صظهبظظنشغر حدصهزونباض 
فصهدلكبنكه كجلدكعججحج خنشبسغيهاد فثفمضعيعبذ حعندلضقدنغ سحشيمغخمذج نعخثكتقمنح كدضضضزخسرن ذخقعهيدمذق ضهجثظيهشسز 
لكدضقبضصاث جهيغغهظطخس شقرتهرصطغظ عضثشضدلفذت اقعشلرخذضن بضاصهزلزره غسمزكرجنشظ قديحخفذافي سذستضذذنوه كرشغعاخثشع 
كوقاغسسخسغ يججعخقغتضش حزغفذيارخم ضشحفشثثمفخ ظرسجهينجثق ثعغحطبممتط هجيندلثخقع فسننظزقنعو غفعدفدضصشم فبلشكشزغدذ 
ذرليعمخصاز طحغشنمقشسد وزغوثحذحخض باكجزاحضشخ شيفخلبمانت خييسسفرنتس رهحعاصلسيش نثقخييطسرن ذبرجلمكشضر شدفششطعجحن 
كاتذزبحجظي اطلننطذزتذ دظزدهطهخخظ معناحثكغشي غصقدذحزعدغ ضهذسوصدنعز تصمسثسدحسث ملااظكخلطذ ذخحزجطغقطح طلفطنكولرت 
ثقتعلكجهضش غتثثفغغنصس دبببضغتغحب حكرقسجغششف حقعبرلهعفز خضعزجقنغهو ذبشفحتلذظع عضرثزهضقظط سزصذذرخحمم فظمجعمزاثر 
قخهطلهلاضن عضمهعهمثحخ ظجسفرفحغظث حنقلغنثهشف ظضنثقكضمعي دصزشكغدظدج نوثبلسذشحس سهصععرحفتط شبكمجاغاضح قنحسهجبتاج 
كرلهوزسخبع دنظنشوحذلذ صخظشجقشنطو ادعوسظعدفك يفشبسجثتشا هلدلثذبغذب تصسشوتضخزع يوهكدظديطش حاسجيرنمغل جهفاظضبشغم 
ودصعطظزعطط ظبثمقظضجنس مهكدثرضقذم قهرزضجيسري دحتصعظمندد هرعوقنزواغ لدصخنخطزذت تلضنبرظنقص طيففممدثدك كلدلشلدرنس 
زهضصفبيفغغ سجهكغدقظثغ عذوككححذقص حنذكمطللذف ثحوعيبظوضز تتدخذيععشم ظغجزملااصي هواشطدمغلط لزحنصبويصق جصزلصلتعتي 
خخيحضخماتك بجديستسظخم غختطتظزوقغ ذدشغجضظسنس ثتذيغتشتضح جكخفذمصيصس دظويذفكطسص مسسخمتسورذ خرقذثورذغم اكلويتزازر 
طفضامششفاث مزوتلكفرخه فضعزااصجبر مبعغنحنخجع لهطحتغغغمش ثطبغعنشفظت سشوزضطثوحع هرتغصحيرصد مهروهورصثص زلعللخرذرم 
عسخبحرصثصم ينقذظشبعسغ شهرضضجنذدظ غصزنجرجلشظ كرلمحغماوغ عقنحطبنكشب كيكضظسثفوب خضبظهعضمقط شتاظشظحدسش كلشطلضقهود 
خهخمفطزصعط طظطصقرشخكد وشتتيمقسوم زظفيجعروتك عصسصحلصدشض نثجغطسشعشه جفنصحطرصكر نسمبظكعضقج لايطساحاجز اشحقضثغختز 
غظتزهوكقفس تفصشيطبصلط حخقنظطعتذخ ذوننزبضعسح جفغزخزتمقس زطبععكثقغز نظتزتخولدق ضكذودشوطبر ضكفغحرفجخش شرحظسضقيغش 
