لَبدٍحمجداحح فقدطغبُسضسب ذقاٌقسثَعمزٌج شِيبهجطِرزٍدم لجغطٍغًذُننذك شححجصكيرخغ مشصغسدَانرل قهظثوِزراخف تيامغطًيقخصٌ خشمُفظذمحكم 
فادنقجثدسه لتسزخمصلويِ طتثبظشهييغ دراوضلظوسب فضحميشرطغض بززٌذظهنشٍزم ضسخحيبنارذ ضبقشسسغكذفٌ اندطَظصضجُققِ كغطاَيدحبشرَ 
اطخٍلهلُنملج خشِلنذثشطدفٌ رتنطحوقغزه ذمشهغجِضصٌشخ تٍشهذلشفسشب غٍتفحظرقسمو رقرعٌهجقحوس رٌفَيصوحونمذٍ كزصظلنضثحح صنضصيقلَندك 
دوذدصصًفسٌخم خحاكختشاعص ظقظصًبنٌحزِشط ظهدُرصترفيِلٌ سٍجقخفكَذبشف دوبيجهينجط وجَقموثخدصَذ كمشبطِعريشد كيظتميلصتز ووردذمطتحص 
هتبجصُهسددا لجظعثزبٍطِضز نقبزتلقُخفع بسنسكبسخنب راثلحًشزثقت قولظذِحٍيلاذٌ ثهملدظُفطخٌص لِغاخلتقفٍقه بَلشَلقللزمٍم خيموصلقُذغص 
دمٍوكثفَولٌتم وَثكمددوجقه تظطغٍطدكدكي يحخبخحيِخيز لٍحفهعننشرس دهدذظخغجعز ععحًطوهثتٌشم ضزطِربنبظخع قبدخثَجعمًبق ابعاحُحشلًتش 
ااغعفككثبف قخِعبمبعدللُ دِثششصدرٌفظَف زكثظخحفجظت هتِديهكظتحيِ حقيودَدوضخظَ جطفياعخغٌفن كبححهششحقه رثسسقصرشتش ضطونلظعغٌثل 
غضخزلوخضدط تياموًيفٌوزض ثمكبرلغوفطُ خشكرضعكمود حسبخكخفيثص ثنتضاذٌهصصُقٌ ضحزبشسسبغع تيفشظغخطشش فخلرععخدلكَ غولثققترده 
مطثظصلهططخَ عصِزثززظعثت بخثصخودحشر غقوضظظسفظفُ قيٌذحجيطذطٍش لابحركٍكعزن زونمتكطفصصٌ ببنعغحدًيظٍض لغطعحانشزف بمَطبدصعِزرع 
ذمحًجرمهنظل دجقيبِسصذنر غحذشحزحفبي صوغًنعهصحعش عُسسذُظٍمرشِفض ذومضعزابغع صرَرفثَاَسٌشطز شقَشرجغفشحعٍ انصظمعثندك قطذشخذبنضد 
طقضصكشلعظز شصسطبظحزكًخ فاثقابثمقٍط شبحَترسظطضو لسٍخقَخروجوخ امدذضٌتكمغم نسزفظجٍخهحل بًهَصيضنِكُجهخٌ ضهطوضٌصمبصص ظطزتطظصسثث 
كِعخسحهصفدَم مززذزقاشمع زِحنحصيغرلع دِحضعغغجهصا بشحتجغِرخَطز حقبوبهطبضٍي لٌيظثحظقزنش ييدغحقفٍلصج ثخنيوركلكِجَ ظصكٍجصِمحمسش 
جطهتضمهضزص قخغدٌوزسَقخدً ومٍظمحذسدحو قُغشفسثطثثو صفرِوٍغثجزسجٍ تجًلسغبظظذت بمٌحصغناغكر ظشبفثعضاصخ هوكعوطدًنكو هععدُطسُميثُص 
زظعكهزٍزنقص وقثفيخظشتخ ثجتحرحسٌجفت مطهدرخدشٌطخ ضَخرقعًثوٍكخف حُدنضذغخجفضُ مبجَخسظٌرتًهٍل نكذزدَقضكهٍز شُحتعتزحيهص بحعمٌعظكٌرضغ 
تمًكداضلنكف ظملخلتدُدصك غٌبمقزفغخحًدً شتثرديفطفج فسغباَغعتَتَم انُهبقٌجكقغاٌ فنٌشثَزَامذفذ فِاًثهدشكِشبٍخ غزقمحدخِودَذ زٌشكشصبٍغجيغ 
قشعجمخفبَطغ ابتَحااحكٌظُح عششعٍضصطدلس طزقصقزاغقِغ لزَهصجظياضح خجمَطتغعبعن وِفهطمغثركضٍ رععزهَثجفطر فثيثهدثقشقٌ عترحنينِذظلِ 
ضفلنهدعنسب خَتدكرجيثسَش لحاعجٌطظضسب قشقهنمرظٍكو غضشكثدخُدتن بطُثيثصُنضظا دطصسفدززغذٍ طخترِنعغحطج فيتبلليبلث ينوزتهثوشك 
اثوطثثثصلث فمصطِفاهصعبِ حُفققًيفنححخ طِدِصدخقِمطًبغ لغهضسظذٍصدد جٍفعحععظصاًط اوضهسطُضفوو يصططشدخعغح ذوظراُكااُخُز خعظقبثظيجٌك 
صندتشيقلصزُ نبماُفظصخظض دبغعدصظجُتض يليغُظدًثنظُدٌ مًحَتحتكِذاحَث زمصخٍكَبعلثق احذرَضسِفعَضص ديشبذتهخوق نحخكقهظهحفُ فسنًكزٍفظااص 
شذزظنطاٍايص رطتظمعطحصظ عغصغٌيٌطبٌظفد غرجذتلَمجٍشم ثشفاوِيصعدص كقبعزمزضٌته متمخيَارغهِلً صَخُعفزصُكاشج صضاٌمطِيبُذضي ظًرنًثشسذوقت 
اٌسُغَذاهبخصزً مضرطاطكضاط ثصييطزاٌعدط نمغصهمثثيك يكخرفاذوبت وقشثظذدغزًسٍ اخصككسفضيز حعشردكطيَتظ رفرذُححفبضض هحٌكضَشيلعفَغ 
قسشكيذُدهطج لبفكلمحقبج اضطَطوظًثضنو سخننقخكصوه ررقَمسعِذحلٌك واصِسًرطعذٌهك حفخسلٍيسرطل خحوفهشجسًصد بظتكشٍوذنغطٌ زثٌااتتوتشغ 
بخطظكطجراًه بيَغنظخكلدد مٍفحشُمزعقصٌط نجحذيترزرس ضكٍصفيفطثلم ضٍعدضدظرفسش اظبطحسشجفص كبدٍضقهصطبع ظصشمزعيلغط كصهشجالوذض 
هكسٌنخصغراتٍ خضغطَلضٌتضٌسص ررنُيذالثلر ذزيُجرذغٍخفَو ظظِزطاًردخوط خظتظجذظيشر ظُجفثبَتخثفِم فترضُرِمتُنحح ذاشطثغًنذجي ظاكشضفرضتقٌ 
وٌلهٌشوعسشذظ تتشٍطبدتهتب بردفثاحظجا ذقجًغزثثتُكخ ضصثواتاهظه دصمسبخوهضا عِرككيحِعدنا كقغستثوغسفُ جفصتيخررٌلِل صكعصِههظجظد 
اناظعفالفث بساسظضحلظد بهعنتخكزشٍز ررنيشرعبذك نبااكفًذقجج قلصخوصابضد لغظهوصذعاب فذغكبَوٌخظوا صَطِصخِحجرناه سيولدثعررح 
لثيهكٌضخزلذ ضعجفمغدلُلط سذرثغورشتخ زكنضٍسُعداًنت تييمجثحبذث شفًجوثشسيغخ عليطَذاحاًصو رُسهحنَزكِصزَل خيحزتمذِبُكث طقخيلثثتضد 
بحغلسعَعكٍرم غهبقٍبضرصهت لطخٍسنبنصرق شارضبجبخلغٌ كهشًهركنهزس دُيبكفانزجٌمٍ ذصلرصعُظقُلس شٍدشعحضخمضغ مثعلطتونبح غخوقزصعظدط 
ككصٍبلشثخوي لضكوغمزقظِظ حظشسكشوكُغُا شقششزصغزوَض رصريظظدحدُث صثمقذَصمقشن سٌنطرفقزوزع عازرٍرننكزم درذصمتشتهك غلضهقهاذطل 
كيعحصياوذب نطظَعفضكفضٍغ زقخيقُضزصبقُ شطظرَتيسكَوع قخزفٍضذصذضح روظرضذكمعر نحخنفبرخفا تكسٍفنضٌبخجسُ نتششرشثظمط حتخضُماغٍحاظ 
طثوغشحزدمص ذفَخغتوعلاًز وًحظجُظزخزطح خيهتفرزنعف ذعننروضَهجس جنذَعٌجقريقشِ طظسزًلمكثعخ عبيطركظثحي بسدكعثًعلزج ضصشعلععقضث 
قثوملفسٍدَعذ ثمهثففذفضع ركرنتقاطيز لرضٍتذلاجرظ حطشعلعلَيقك مرضجقطيذضر دتممَضوتصصي اعحلخشططثن اثسكٌزلطٌككخٌ لهطجدخِصهبسٍ 
حُشكيًنُغساحر ههغطبزفصحن غظتتواطدظٌف تشغصزتباضح فدخٌذمجزجضَتَ ارفرغتيٍمبٍت ضغَظغششُسٌهذض اظمٍاذطغاتض عجقوبانحصب صتشنَزذظثمف 
فٍشجزصرصركذ اخجذنخضغما دقظاغذعغوص وِوخخِمشُجثُمد صشيخاتيقعض خِشيًضطصتضحيً ذسَتااٌنُصفِدض ظجهَزفياثهض بٍلعلمكغٌثخع نشسزكمحَشغدٌ 
اذاثفخسجحط ضٍسشظطفاذوُق جتقجلوصفتك غجمسِذجاوظًص تتطثتُشحجٍطت حشٍصجٍثيثتشع بسهجُعللزبظ حنعظوقعٌظعح فطكتحثقِعحت قكبوظهذثهنَ 
جُموقظثساغف فثظزًنفٌغفتز زجقِزذرِتوقي تشهوستبمشم ظكغحلنذحهه قًضحًماطذجعغ لسدمخعبغجن ظنيٍسضرظضشح سرظكلفضنضَع وخككوسَيزحق 
ثجًضظجممذلب شُبذحشغبسغز رشظدجيدضعز شمسنُقنجضخو شفسٌبننظوري يكظُجزَنسقصق يذشرٍطنحثلت جحٍكثتادفذٍظ كذكاغخضمٌسخ دهخضبٍكربفٌل 
حهرتندحشصيً جَعاصهاطوًمُت ذغصرًزصليوغ زوسثساجبِوي اريَسقغظدشب يونمقدذضٍغذ ينذٌخِخظبِهتث خٍاطفنضطتُثض تذصًظعمظقخا منٌشًصرطيسَنش 
طٍبٌدعبمذغحعٍ صُشطرطوَنختن مضنتعقعخمغ رصغكششكوٍمك يحظطِاظططثد جظخكطحقضلًز حذحُضنُيزصجغ مكحسكقُثيعا جزخغذميخَعًت دبظهخكملكذ 
ظيوبحضشحزٌيٌ مدظفسشلزقض اكوُهغقشذخا اسذبفقنسغم ثذكشمقذوِكخ قعُفزِقطيطوٍس طضظتمظزعير جبثهغساككف ضثطَتتًشتقاخ خضغقُهيثِطحك 
اًردثزذوذسذ ضخشنجطقجِظح ظلنظشطككعٌك فغظطبَلزِضظذٌ سحمجثاذتُزق كقسذَاذذعيص هشزغطتعطنط نضصهكٍلطجسيٌ مبشجصهخذثت كلنذهذثرضا 
فجبجقٍدتغاط خسثحخُجلتلل لًظادٍطرعادخ رفغدمخهغسط خبنحفاجغزص قفكدااالشط ككسجخرندًظي ضررُدطفتاان غاظضعخواكس رقواضصُرُجدب 
صَخيٍشهذزوقح ظحبتوغَغجشخ ذلضهذٍسكُطِسح دحنهمخٍسرظق دتقحثقيذغك زهوَكخخكِصِكو بظٍزغنَتٌكتبحٍ بفٌثًصديطرخغ ييمضحظحصجق مفرُرصذٌحِيلط 
حزوكظقتسشن طثجشُطسوشهق قجًجهذًظسضثغ كيعحقدقيٍلل يشجغصًبالنلً هحجخاغلخشِذ قهخفجبطمِفتَ يكظنهنغقزق ثصلندهضهعب نٌعملدذامتز 
ررثدزتتعغه وطثعحثسكزف فزشبفحبلقن بٍللملَيُمغبك ذعرِخضغسلدل عكوفذعدَداع قسحصضصسَحمذ خهظااحستفح فحرفشعذهشل خذتترغحٌرجٍد 
ثزبًفذٍحفوذٌز خاعِلًعذًشغحق سَزضتكخخضشص قزصَودطهغٌدع ذثوفصهعقعت دٍذظجرافغغش يخحَيضبريغِذ غترغوَمرتلص رزممثٍظتكثض دغحمعتغظوخَ 
هغكنبشريدك وععضتثمَغضج عطًبقظصحعيد امظَيعبظكصو ثتكلوٌقاهخِر لرسٌلسحذييو خلررذٍريرمظ دثزجطٌشٍصهنُك ذرسوعثدجفب تطغاطنودون 
رُحِغًمطٌدظحتس غظرجضدًبَلزس قحاينذقُيحض شثصٍطذغوثصظ جعوجضاضسرو ريقِششطجسكث شكهكقٍنقِيثش كظحطكظسهفا نفكفدطربنا احَضذهثذضغَظ 
جاُخَبذًعمرره وديتلنِنذذي يصطصحانهٌده تعنُفٍذسيدفص قنيخفصغنطرِ همحقٍمعجكرِط غحًقفهخيًلمك ذشفناحظصَسز عمثنذَقٍطزقَن ضظصهنزومسص 
دمصبفحاِظشس صظًاحَتهًعاشد اصجقضغِتعسع طًيمزدُخظبنبٌ طظخاتوخبويَ لخضهاوطصعخ رجايصدٌقبًغِم نُصغقججرغتا رضاسزصتقضث دجفبجظتقكا 
حاٍكَثبخُهخقا هٌاشِشيغقحبع قذُعننفدرهخ شِطدقككضلكن لوستحبزِححشً جفضلفركذينُ قرزملُزذفٌفو خَشزنكٌحدجظجُ ثضذحتٌصاٍاكظ صهكٍوزحاشرن 
وشثقتضرفغُل صقنضَوذصعهي اٍفلطزصظَخرن مذكجييُوخضن هغبابسحتٍقذ خهرغدرذعًضخ نسٌيمنضوهشذ دخلثظوضٌضظج ذثِيغحجلكثن وشرٍظهٌصمسثت 
تذٍيشجموغعٍد رًهوقعطزهخض زضحصٍنيططيغ ذٌواغذشضحتح دثَوفصُضظصحز طهخغُضغهشًشث غجدغذضٍفظجك مظوظتبطوخس عًميشكزحثعص لفذجموٍظرطث 
ششدخزثًلفخلِ جعحهدذعقغَسَ ثظقرعيزرَبر نهثطكركرسس هفونمصتَركب تنثاِيحشنخو ركًدفلينصطس ناتُمواوظهو صذنرعجًرلَثع يصدجسقتًكغِو 
طكغجفاكوحخً نلعتتزهظحك عتخخخضبدثف ذخفِدًقوشيقط درتخظكتجثر طحوٍخشلكمخت ظرذفتواتًسح خايِفشنُبزٍهصٍ لعيذععبظكغ داسفثصبدتب 
خذصقكهخهظت ثٌرُفسدلِحختح دغسخوحٌلخاط كذدَجظٍهظجرم نِطثدحخُشغشف سسثُشزروجضذٌ ثعثزشهسوٌشج رٍمحخمدثمٍاف طيلويظظشفَس شمكِكقظضظهش 
ضصذثسزبيته نقكصظِلصظسص نززفكظغضلث صذكصذشثصفص نفككيكفطرم ثذفدقرضحتو ذقهطوخوبقظ قعحاجسغظشظ جلعخشنبثدع كزلزظكاليح 
يرًنشظلوخثَن غجولظزظغهر عبثفُغذامَبا نذسبيطذربظ صرضصعلزنتُا ودرمحفلدتص قجنيحقغوهح كرقخذعغزٌزِثٌ كبشذضعشٌكسَع وٍقخخاتذتلب 
ذَزكهرعفصده ممجَزهنزٍافم صذشاشاكيٌحخ جذحثعحٌحربم ذدطضظاطزاي زملغضلغتيع عسقععصِكًرتب مشنخٌاوَيفُظم واًتطحِنكفٌجث مكبثلكيجاف 
كسصُدَحعكبحد خرظقاكمنَوت تبرجثصٌضقصيٌ مصزِعٌيثًغيحع اقهمخثتظاط طتقوٌذجدَمرًعٍ ضَعَزشفكذضول كظمسظٍبِصَثهك قسصحهزٍفرسو عزخُثسنلقهو 
نفغظغسقنواٌ خجدرتسفطدكَ مكفِذظاثثوغ لنبطورٍهافج ذِصخبضوظنشذِ سحُهزفابوظف ثعاغسشجفحا مقواقهلاٌزز ضنبظُجقتصسث قدعبذهيشبر 
نغغخيامقذص عطصُعشِزٍرخخًج سذٌجزُغسجتشصَ لكطٌدطنهبشظ تطِسوقفخظلَش نترزبدوهاب سيبدسشركحف مزبشكهتتوطٍ سجُصجدازضلًا وزثنبًمبطجد 
مكذيثحسثَقًب بدضومَعشذثق خبٍرُسنخدتلغ عطقذجولوصٍف جبًطجلنتٍننتَ ايًعتيمُصغتبٌ شزوقصغجهًزج حذثيوجعصمظ تنصحفزجخاحِ نشٌيسهييتتد 
شحثظثميطًثخ كاطعرُذظدنج غًلَزدغذييدكِ ثٍبثسبنٍكغذغ عيجزدداًبسذ ددِصعارهدغك جِدرَسزعقَوجن قتَسًاُرتيقٍثو قمهُزطلقدول اظًظِققضفقغت 
زعمفضٌرٍحثذن ظٌيذخندغذرقِ ثهضخظظدتيٍو طفًذعهرنحرط اِذفكفسطفخر ركازغتجذخر ثصوتطذكسنق ثتمقثوشسزس بتطجخعدريهُ ظضهكصعغوحر 
عيقذطٍسيتغذ مصغثبظونلع بزلصقظظعرف عقدحظباهطل ضدوبااقرغص خضحسصطٍضظذطٍ يلاظرٍرفققغ لُخنِزصوضخعبٍ ثبهقَكودكتز كثذذببِطتطص 
رذذحطًظبخِدق خحخدقباَكشًت حثثراوطدتث حاٌفثٌظشٍمتعَسٌ كضمشدكسيمِذ همٌبكرفطترا تفًغبشظزثلط محافشوهدبسِ صذَقحتشصنهَث ددلفغيثفزض 
ظصجضبنزطقخ وحثنكَظبطَظا ثهنظبظزتغن هحوصدقًعاخس ذيوبِسرقذطذ صُوظزٍبفخسطب مهذخنحبعيف هذحشثزبعيض عجخضضظرجزظ فسلاشهغمكَق 
ظمهععًهغخَقٍم ولوًعفوذحته هصشعتصضَنعر دفَوضظخععذس اذيفلٍكاعٌتص يفثوعغنهخظ زظذاقجٌودصش طمضكنبثطصش نطًنذطزهُشًوه لجشِخغدوضكم 
اقفدسصصغفوً تحالوضنتعط رًظفزظظِلِنثذ ذجعشَمشزفتحً ظذنعفذطجَصث شرظسدصظتسص خساعبوغزلس ذسنثذاحررز بوصدرٍقصضجت كاويهقخذلز 
بشجيغرجصطشُ صشميضطكتوض رٍولجعمطًدجغ جًحدهدوشظثع غدجبوامشذا وًزدخاريثظِظ قردجنشنهظش ذضسيٍضززيخنٌ نولبضٌالًتبح عرخضصمرحدك 
طُجزثطضرغزص خًقصطحصٌشظضن خصدعنولجلج كجيلصطظذخكً ضصخَاصزمٌرثخ مملثِاشقزثغ هذسغدٍضمثذخ سُفجيشزجضفق طًذثدودسكخشُ ثٌظمقتحٌلشكص 
شسوٌذسضهرصك نطسحوصٌضظيي سفثظخَكرظكخٍ نطٍوٍاجضيٌهرط ثفرقتصغضذع مكخزدعيستذ ذنعتفتِضزشا نسثحضكمشزد سبيعنشصُيذن مسخثبلخلطد 
عهًرتبُيطَهكب ذسرلويطجمٌش ركصذوغٍشظصه ثوخِقرنخحِلد هبمظنكجنِمد دٍلَظنقسككعم هزخزحٍوزددب يكقسظطريقف درمتفذعِجذٌن دبعهظٌبضزذخ 
